IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2011,YEAR,Total,RATE_PER_100000,6.55876,3.22117,11.90854,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2011,YEAR,Female,RATE_PER_100000,3.02228,1.4174,5.66367,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2011,YEAR,Male,RATE_PER_100000,10.13858,5.04705,18.22994,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2011,YEAR,Total,RATE_PER_100000,9.94692,4.97273,17.39126,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2011,YEAR,Female,RATE_PER_100000,5.31221,2.60349,9.62966,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2011,YEAR,Male,RATE_PER_100000,14.65073,7.37729,25.26859,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2011,YEAR,Total,RATE_PER_100000,3.12942,2.16922,4.407,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2011,YEAR,Female,RATE_PER_100000,1.91351,1.27683,2.75972,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2011,YEAR,Male,RATE_PER_100000,4.3077,3.034,6.00329,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2011,YEAR,Total,RATE_PER_100000,1.85016,1.51347,2.23451,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2011,YEAR,Female,RATE_PER_100000,0.99931,0.80391,1.223,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2011,YEAR,Male,RATE_PER_100000,2.74673,2.26115,3.30038,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2011,YEAR,Total,RATE_PER_100000,0.78142,0.48542,1.1917,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2011,YEAR,Female,RATE_PER_100000,0.81949,0.49965,1.28026,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2011,YEAR,Male,RATE_PER_100000,0.75836,0.47681,1.13806,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2011,YEAR,Total,RATE_PER_100000,30.65527,25.32444,36.91567,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2011,YEAR,Female,RATE_PER_100000,7.85009,5.80362,10.34594,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2011,YEAR,Male,RATE_PER_100000,54.90528,46.082,65.16873,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2011,YEAR,Total,RATE_PER_100000,1.81466,1.06557,2.87598,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2011,YEAR,Female,RATE_PER_100000,0.90305,0.52549,1.44029,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2011,YEAR,Male,RATE_PER_100000,2.75998,1.6256,4.36477,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2011,YEAR,Total,RATE_PER_100000,4.88754,4.11436,5.76951,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2011,YEAR,Female,RATE_PER_100000,2.85534,2.39747,3.37901,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2011,YEAR,Male,RATE_PER_100000,7.22711,6.09092,8.52155,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2011,YEAR,Total,RATE_PER_100000,36.75553,30.636,43.66862,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2011,YEAR,Female,RATE_PER_100000,10.92185,8.24117,14.15349,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2011,YEAR,Male,RATE_PER_100000,62.59015,53.03164,73.18483,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,68,Bolivia (Plurinational State of),2011,YEAR,Total,RATE_PER_100000,12.39362,7.19887,19.22481,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,68,Bolivia (Plurinational State of),2011,YEAR,Female,RATE_PER_100000,4.30686,2.3728,7.11592,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,68,Bolivia (Plurinational State of),2011,YEAR,Male,RATE_PER_100000,20.38137,11.96586,31.18547,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,76,Brazil,2011,YEAR,Total,RATE_PER_100000,30.68036,29.54639,31.88388,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,76,Brazil,2011,YEAR,Female,RATE_PER_100000,5.69329,5.37184,6.02548,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,76,Brazil,2011,YEAR,Male,RATE_PER_100000,56.37152,54.40215,58.47094,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,52,Barbados,2011,YEAR,Total,RATE_PER_100000,11.74756,9.0257,15.01532,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,52,Barbados,2011,YEAR,Female,RATE_PER_100000,6.88303,5.11301,9.04089,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,52,Barbados,2011,YEAR,Male,RATE_PER_100000,17.01424,13.26185,21.48366,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,96,Brunei Darussalam,2011,YEAR,Total,RATE_PER_100000,1.09547,0.6778,1.67184,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,96,Brunei Darussalam,2011,YEAR,Female,RATE_PER_100000,0.67509,0.39605,1.08071,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,96,Brunei Darussalam,2011,YEAR,Male,RATE_PER_100000,1.48738,0.94046,2.22294,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,64,Bhutan,2011,YEAR,Total,RATE_PER_100000,3.34538,1.63994,6.03199,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,64,Bhutan,2011,YEAR,Female,RATE_PER_100000,2.29519,1.12768,4.18896,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,64,Bhutan,2011,YEAR,Male,RATE_PER_100000,4.2937,2.10251,7.69624,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,72,Botswana,2011,YEAR,Total,RATE_PER_100000,16.89969,8.90009,27.87312,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,72,Botswana,2011,YEAR,Female,RATE_PER_100000,3.85431,1.82497,7.04698,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,72,Botswana,2011,YEAR,Male,RATE_PER_100000,30.58907,16.32447,49.72737,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,140,Central African Republic,2011,YEAR,Total,RATE_PER_100000,21.91189,12.10735,40.19917,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,140,Central African Republic,2011,YEAR,Female,RATE_PER_100000,9.0874,4.75222,16.47954,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,140,Central African Republic,2011,YEAR,Male,RATE_PER_100000,34.98662,19.60599,64.38161,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,124,Canada,2011,YEAR,Total,RATE_PER_100000,1.75145,1.45771,2.08742,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,124,Canada,2011,YEAR,Female,RATE_PER_100000,0.86768,0.69628,1.07148,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,124,Canada,2011,YEAR,Male,RATE_PER_100000,2.64911,2.2311,3.11932,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,756,Switzerland,2011,YEAR,Total,RATE_PER_100000,0.62057,0.49997,0.76036,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,756,Switzerland,2011,YEAR,Female,RATE_PER_100000,0.53725,0.4305,0.66067,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,756,Switzerland,2011,YEAR,Male,RATE_PER_100000,0.70626,0.5714,0.86289,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,152,Chile,2011,YEAR,Total,RATE_PER_100000,4.75855,4.10949,5.48162,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,152,Chile,2011,YEAR,Female,RATE_PER_100000,0.9918,0.78003,1.23616,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,152,Chile,2011,YEAR,Male,RATE_PER_100000,8.64587,7.54554,9.86299,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,156,China,2011,YEAR,Total,RATE_PER_100000,1.10818,0.95548,1.30755,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,156,China,2011,YEAR,Female,RATE_PER_100000,0.9774,0.84123,1.13251,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,156,China,2011,YEAR,Male,RATE_PER_100000,1.23203,1.06367,1.4733,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,384,Côte d'Ivoire,2011,YEAR,Total,RATE_PER_100000,12.67017,6.83493,21.68788,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,384,Côte d'Ivoire,2011,YEAR,Female,RATE_PER_100000,9.369,4.59034,17.41674,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,384,Côte d'Ivoire,2011,YEAR,Male,RATE_PER_100000,15.87616,9.01481,25.83588,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,120,Cameroon,2011,YEAR,Total,RATE_PER_100000,8.67585,4.69891,14.41878,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,120,Cameroon,2011,YEAR,Female,RATE_PER_100000,3.25613,1.57449,5.91574,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,120,Cameroon,2011,YEAR,Male,RATE_PER_100000,14.111,7.83221,22.94603,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,180,Democratic Republic of the Congo,2011,YEAR,Total,RATE_PER_100000,13.58969,8.74132,20.22144,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,180,Democratic Republic of the Congo,2011,YEAR,Female,RATE_PER_100000,5.44251,3.3117,8.38876,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,180,Democratic Republic of the Congo,2011,YEAR,Male,RATE_PER_100000,21.80205,14.21437,32.14877,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,178,Congo,2011,YEAR,Total,RATE_PER_100000,10.78412,4.95565,19.68606,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,178,Congo,2011,YEAR,Female,RATE_PER_100000,4.34069,1.90659,8.37465,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,178,Congo,2011,YEAR,Male,RATE_PER_100000,17.28282,8.03087,31.09447,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,170,Colombia,2011,YEAR,Total,RATE_PER_100000,57.46713,53.28555,62.00229,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,170,Colombia,2011,YEAR,Female,RATE_PER_100000,9.8711,8.76215,11.08521,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,170,Colombia,2011,YEAR,Male,RATE_PER_100000,107.0086,99.62877,115.0005,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,174,Comoros,2011,YEAR,Total,RATE_PER_100000,8.33867,3.70849,15.80649,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,174,Comoros,2011,YEAR,Female,RATE_PER_100000,4.61495,2.03645,8.88721,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,174,Comoros,2011,YEAR,Male,RATE_PER_100000,12.00177,5.3533,22.61314,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,132,Cabo Verde,2011,YEAR,Total,RATE_PER_100000,10.98186,7.02367,16.20285,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,132,Cabo Verde,2011,YEAR,Female,RATE_PER_100000,5.04305,2.90653,8.0932,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,132,Cabo Verde,2011,YEAR,Male,RATE_PER_100000,16.90459,11.12966,24.29055,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,188,Costa Rica,2011,YEAR,Total,RATE_PER_100000,10.31003,8.92339,11.87591,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,188,Costa Rica,2011,YEAR,Female,RATE_PER_100000,3.06194,2.41353,3.82265,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,188,Costa Rica,2011,YEAR,Male,RATE_PER_100000,17.53516,15.41263,19.90367,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,192,Cuba,2011,YEAR,Total,RATE_PER_100000,4.90366,4.16708,5.71672,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,192,Cuba,2011,YEAR,Female,RATE_PER_100000,2.43081,1.99052,2.92976,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,192,Cuba,2011,YEAR,Male,RATE_PER_100000,7.40388,6.36774,8.53454,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,196,Cyprus,2011,YEAR,Total,RATE_PER_100000,2.82477,1.92353,3.97035,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,196,Cyprus,2011,YEAR,Female,RATE_PER_100000,2.06224,1.38717,2.91029,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,196,Cyprus,2011,YEAR,Male,RATE_PER_100000,3.59018,2.46191,5.03442,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,203,Czechia,2011,YEAR,Total,RATE_PER_100000,0.90551,0.74239,1.09577,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,203,Czechia,2011,YEAR,Female,RATE_PER_100000,0.65807,0.53288,0.80517,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,203,Czechia,2011,YEAR,Male,RATE_PER_100000,1.16186,0.95945,1.39683,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,276,Germany,2011,YEAR,Total,RATE_PER_100000,0.90918,0.76506,1.0711,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,276,Germany,2011,YEAR,Female,RATE_PER_100000,0.57573,0.48415,0.67868,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,276,Germany,2011,YEAR,Male,RATE_PER_100000,1.2556,1.0569,1.47878,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,262,Djibouti,2011,YEAR,Total,RATE_PER_100000,7.35764,3.22726,13.95003,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,262,Djibouti,2011,YEAR,Female,RATE_PER_100000,3.60181,1.46359,7.37957,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,262,Djibouti,2011,YEAR,Male,RATE_PER_100000,10.63718,4.76728,19.68729,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,208,Denmark,2011,YEAR,Total,RATE_PER_100000,0.83056,0.65587,1.03409,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,208,Denmark,2011,YEAR,Female,RATE_PER_100000,0.45504,0.35857,0.56877,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,208,Denmark,2011,YEAR,Male,RATE_PER_100000,1.21149,0.95743,1.50609,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,214,Dominican Republic,2011,YEAR,Total,RATE_PER_100000,27.55787,20.03029,36.61765,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,214,Dominican Republic,2011,YEAR,Female,RATE_PER_100000,7.38829,5.04049,10.47575,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,214,Dominican Republic,2011,YEAR,Male,RATE_PER_100000,47.59703,34.92316,62.59049,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,12,Algeria,2011,YEAR,Total,RATE_PER_100000,1.31505,0.72283,2.1836,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,12,Algeria,2011,YEAR,Female,RATE_PER_100000,0.59721,0.31648,1.03148,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,12,Algeria,2011,YEAR,Male,RATE_PER_100000,2.01933,1.12149,3.31395,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,218,Ecuador,2011,YEAR,Total,RATE_PER_100000,19.49653,15.26553,24.33559,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,218,Ecuador,2011,YEAR,Female,RATE_PER_100000,4.0818,3.04755,5.37892,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,218,Ecuador,2011,YEAR,Male,RATE_PER_100000,34.85629,27.43994,43.22465,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,818,Egypt,2011,YEAR,Total,RATE_PER_100000,4.13611,2.48649,6.65483,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,818,Egypt,2011,YEAR,Female,RATE_PER_100000,1.6645,0.94212,2.77225,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,818,Egypt,2011,YEAR,Male,RATE_PER_100000,6.55658,3.99891,10.45709,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,957,Eastern Mediterranean,2011,YEAR,Total,RATE_PER_100000,6.05042,3.656,9.37691,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,957,Eastern Mediterranean,2011,YEAR,Female,RATE_PER_100000,2.99271,1.81565,4.77764,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,957,Eastern Mediterranean,2011,YEAR,Male,RATE_PER_100000,8.92421,5.38566,13.69956,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,232,Eritrea,2011,YEAR,Total,RATE_PER_100000,11.38413,5.24324,21.29726,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,232,Eritrea,2011,YEAR,Female,RATE_PER_100000,4.75492,2.23802,9.03225,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,232,Eritrea,2011,YEAR,Male,RATE_PER_100000,18.01681,8.25002,33.56869,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,724,Spain,2011,YEAR,Total,RATE_PER_100000,0.82359,0.69273,0.96893,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,724,Spain,2011,YEAR,Female,RATE_PER_100000,0.53637,0.43974,0.64331,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,724,Spain,2011,YEAR,Male,RATE_PER_100000,1.11804,0.95208,1.30274,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,233,Estonia,2011,YEAR,Total,RATE_PER_100000,5.26724,4.34278,6.3199,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,233,Estonia,2011,YEAR,Female,RATE_PER_100000,2.0856,1.65169,2.59623,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,233,Estonia,2011,YEAR,Male,RATE_PER_100000,8.91387,7.42717,10.58778,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2011,YEAR,Total,RATE_PER_100000,8.44301,6.22933,11.35286,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2011,YEAR,Female,RATE_PER_100000,4.25677,2.99478,5.88599,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2011,YEAR,Male,RATE_PER_100000,12.64415,9.47539,16.83918,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2011,YEAR,Total,RATE_PER_100000,3.92802,3.50968,4.41773,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2011,YEAR,Female,RATE_PER_100000,1.95937,1.73987,2.21472,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2011,YEAR,Male,RATE_PER_100000,6.03104,5.40031,6.77111,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2011,YEAR,Total,RATE_PER_100000,1.95444,1.60707,2.35591,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2011,YEAR,Female,RATE_PER_100000,1.60348,1.29584,1.95965,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2011,YEAR,Male,RATE_PER_100000,2.3182,1.92964,2.76661,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2011,YEAR,Total,RATE_PER_100000,2.40362,1.46577,3.70454,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2011,YEAR,Female,RATE_PER_100000,1.17869,0.67926,1.92111,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2011,YEAR,Male,RATE_PER_100000,3.57958,2.22084,5.41667,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2011,YEAR,Total,RATE_PER_100000,0.98074,0.8172,1.16263,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2011,YEAR,Female,RATE_PER_100000,0.69415,0.56851,0.83363,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2011,YEAR,Male,RATE_PER_100000,1.2857,1.08183,1.51272,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2011,YEAR,Total,RATE_PER_100000,4.68458,2.11549,8.53302,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2011,YEAR,Female,RATE_PER_100000,3.10267,1.20716,5.98251,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2011,YEAR,Male,RATE_PER_100000,6.21908,2.99659,11.00708,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2011,YEAR,Total,RATE_PER_100000,9.38622,3.63127,18.52701,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2011,YEAR,Female,RATE_PER_100000,3.07668,1.27848,6.10097,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2011,YEAR,Male,RATE_PER_100000,15.52411,5.92005,30.615,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2011,YEAR,Total,RATE_PER_100000,1.44275,1.35545,1.52806,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2011,YEAR,Female,RATE_PER_100000,1.03123,0.95976,1.10479,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2011,YEAR,Male,RATE_PER_100000,1.86836,1.76467,1.96582,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2011,YEAR,Total,RATE_PER_100000,5.49873,4.1815,7.10536,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2011,YEAR,Female,RATE_PER_100000,2.49507,1.82974,3.33209,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2011,YEAR,Male,RATE_PER_100000,8.79722,6.7641,11.24902,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2011,YEAR,Total,RATE_PER_100000,6.38284,3.76218,10.2439,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2011,YEAR,Female,RATE_PER_100000,4.69917,2.66343,7.68684,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2011,YEAR,Male,RATE_PER_100000,8.02699,4.83513,12.74092,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2011,YEAR,Total,RATE_PER_100000,9.72078,5.11271,16.72197,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2011,YEAR,Female,RATE_PER_100000,4.69683,2.34669,8.45823,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2011,YEAR,Male,RATE_PER_100000,15.23139,8.14668,25.78622,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2011,YEAR,Total,RATE_PER_100000,6.73636,5.3895,8.50258,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2011,YEAR,Female,RATE_PER_100000,2.71564,2.02243,3.6591,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2011,YEAR,Male,RATE_PER_100000,10.68931,8.69981,13.26442,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2011,YEAR,Total,RATE_PER_100000,9.31063,4.24962,17.02298,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2011,YEAR,Female,RATE_PER_100000,2.08552,0.95989,3.92491,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2011,YEAR,Male,RATE_PER_100000,16.64587,7.58949,30.32069,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2011,YEAR,Total,RATE_PER_100000,10.63514,5.26577,19.13662,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2011,YEAR,Female,RATE_PER_100000,5.5728,2.62716,10.44342,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2011,YEAR,Male,RATE_PER_100000,16.00639,8.0654,28.3603,PUBLISHED
